video_id,product_id,platform,title,video_url,publish_date,duration_seconds,views,likes,comments,shares,creator_followers,content_format,hook_type,demo_present,comparison_present,cta_present,main_feature,description,transcript,hashtags,creator_name,language
V000101,P0021,Facebook,Synthetic Product Video 21-1,https://example.com/videos/v000101,2025-04-11,14,890604,708751,12596,85865,404838,testimonial,problem_solution,True,True,False,speed,Step by step tutorial showing the setup and main benefits.,Struggling with setup? Here is how to fix it in a simple walkthrough.,comparison | tools | discount,Creator 21,en
V000102,P0021,Facebook,Synthetic Product Video 21-2,https://example.com/videos/v000102,2025-04-12,226,6124,,,,316878,tutorial,surprising_fact,False,,,durability,Step by step tutorial showing the setup and main benefits.,Struggling with setup? Here is how to fix it in a simple walkthrough.,comparison | tools | discount,Creator 21,en
V000103,P0021,Instagram,Synthetic Product Video 21-3,https://example.com/videos/v000103,2025-04-13,141,203031,169105,7713,15286,,testimonial,question,False,False,False,ease of use,Step by step tutorial showing the setup and main benefits.,Struggling with setup? Here is how to fix it in a simple walkthrough.,comparison | tools | discount,Creator 21,unknown
V000104,P0021,Other,Synthetic Product Video 21-4,https://example.com/videos/v000104,2025-04-14,106,126049,111121,2670,6689,252161,lifestyle,result_first,,False,False,design,Top 5 tips and best tools for this category.,I got better results after using the template and export options.,comparison | tools | discount,Creator 21,en
V000105,P0021,Other,Synthetic Product Video 21-5,https://example.com/videos/v000105,2025-04-15,35,850757,407868,11227,20997,475647,listicle,surprising_fact,,,,portability,Quick demo and real example with a current price reminder.,This comparison explains the alternative and when it is worth it.,comparison | tools | discount,Creator 21,unknown
V000106,P0022,TikTok,Synthetic Product Video 22-1,https://example.com/videos/v000106,2025-04-16,230,949537,31066,18391,34402,25041,review,surprising_fact,,,True,design,Step by step tutorial showing the setup and main benefits.,I got better results after using the template and export options.,#demo #review #affiliate,Creator 22,en
V000107,P0022,TikTok,Synthetic Product Video 22-2,https://example.com/videos/v000107,2025-04-17,202,770098,,,,134056,demo,result_first,False,,True,customer support,Step by step tutorial showing the setup and main benefits.,Today I'm showing how it works. Use code TEST for a small discount.,#demo #review #affiliate,Creator 22,unknown
V000108,P0022,Other,Synthetic Product Video 22-3,https://example.com/videos/v000108,2025-04-18,37,173913,141134,8632,5460,,review,question,True,False,True,price,Step by step tutorial showing the setup and main benefits.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#demo #review #affiliate,Creator 22,unknown
V000109,P0022,Facebook,Synthetic Product Video 22-4,https://example.com/videos/v000109,2025-04-19,200,733836,257150,2458,63531,329560,tutorial,general_introduction,,False,False,price,Honest review with pros and cons plus a link in bio.,I got better results after using the template and export options.,"tutorial, setup, tips",Creator 22,en
V000110,P0022,Facebook,Synthetic Product Video 22-5,https://example.com/videos/v000110,2025-04-20,178,992692,728636,36638,28250,323811,lifestyle,problem_solution,False,False,True,price,Honest review with pros and cons plus a link in bio.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 22,unknown
V000111,P0023,YouTube,Synthetic Product Video 23-1,https://example.com/videos/v000111,2025-04-21,52,195779,143314,8822,10901,402729,unboxing,result_first,False,,,automation,Step by step tutorial showing the setup and main benefits.,Today I'm showing how it works. Use code TEST for a small discount.,#career #automation #template,Creator 23,unknown
V000112,P0023,TikTok,Synthetic Product Video 23-2,https://example.com/videos/v000112,2025-04-22,156,548815,,,,39685,testimonial,discount_offer,False,True,,portability,Quick demo and real example with a current price reminder.,This comparison explains the alternative and when it is worth it.,"tutorial, setup, tips",Creator 23,unknown
V000113,P0023,YouTube,Synthetic Product Video 23-3,https://example.com/videos/v000113,2025-04-23,55,427972,394253,11532,31253,,lifestyle,surprising_fact,,,,speed,Step by step tutorial showing the setup and main benefits.,Today I'm showing how it works. Use code TEST for a small discount.,"tutorial, setup, tips",Creator 23,unknown
V000114,P0023,TikTok,Synthetic Product Video 23-4,https://example.com/videos/v000114,2025-04-24,104,650170,538787,23528,51972,378336,testimonial,surprising_fact,,False,False,portability,Top 5 tips and best tools for this category.,This comparison explains the alternative and when it is worth it.,#career #automation #template,Creator 23,unknown
V000115,P0023,YouTube,Synthetic Product Video 23-5,https://example.com/videos/v000115,2025-04-25,81,909610,463261,31843,70215,241799,review,discount_offer,True,True,False,design,Quick demo and real example with a current price reminder.,I got better results after using the template and export options.,#demo #review #affiliate,Creator 23,en
V000116,P0024,Other,Synthetic Product Video 24-1,https://example.com/videos/v000116,2025-04-26,19,522404,312070,18416,25584,241863,lifestyle,question,,False,,speed,Step by step tutorial showing the setup and main benefits.,I got better results after using the template and export options.,#demo #review #affiliate,Creator 24,en
V000117,P0024,Other,Synthetic Product Video 24-2,https://example.com/videos/v000117,2025-04-27,79,868146,,,,270321,lifestyle,discount_offer,False,True,False,design,Step by step tutorial showing the setup and main benefits.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 24,en
V000118,P0024,Instagram,Synthetic Product Video 24-3,https://example.com/videos/v000118,2025-04-28,214,147893,116683,7288,8116,,demo,problem_solution,False,False,True,price,Top 5 tips and best tools for this category.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 24,en
V000119,P0024,Facebook,Synthetic Product Video 24-4,https://example.com/videos/v000119,2025-04-29,240,182477,1586,3301,12693,171322,lifestyle,surprising_fact,True,True,False,customer support,Honest review with pros and cons plus a link in bio.,I got better results after using the template and export options.,#career #automation #template,Creator 24,en
V000120,P0024,Other,Synthetic Product Video 24-5,https://example.com/videos/v000120,2025-04-30,132,642248,597957,31709,40751,135231,unboxing,surprising_fact,True,True,True,customer support,Step by step tutorial showing the setup and main benefits.,Today I'm showing how it works. Use code TEST for a small discount.,#demo #review #affiliate,Creator 24,en
V000121,P0025,YouTube,Synthetic Product Video 25-1,https://example.com/videos/v000121,2025-05-01,135,833920,421955,3181,18352,331147,unboxing,question,False,True,True,ease of use,Top 5 tips and best tools for this category.,I got better results after using the template and export options.,#career #automation #template,Creator 25,en
V000122,P0025,Other,Synthetic Product Video 25-2,https://example.com/videos/v000122,2025-05-02,203,813067,,,,241887,unboxing,question,True,,False,portability,Top 5 tips and best tools for this category.,I got better results after using the template and export options.,#career #automation #template,Creator 25,en
V000123,P0025,TikTok,Synthetic Product Video 25-3,https://example.com/videos/v000123,2025-05-03,80,569544,50018,21319,2459,,listicle,discount_offer,False,False,,price,Top 5 tips and best tools for this category.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#career #automation #template,Creator 25,en
V000124,P0025,Instagram,Synthetic Product Video 25-4,https://example.com/videos/v000124,2025-05-04,168,145923,126785,1885,7182,199893,unboxing,result_first,,False,,automation,Step by step tutorial showing the setup and main benefits.,I got better results after using the template and export options.,#demo #review #affiliate,Creator 25,unknown
V000125,P0025,TikTok,Synthetic Product Video 25-5,https://example.com/videos/v000125,2025-05-05,63,654312,106572,12625,17210,253735,tutorial,discount_offer,False,True,False,customer support,Top 5 tips and best tools for this category.,This comparison explains the alternative and when it is worth it.,#career #automation #template,Creator 25,en
V000126,P0026,Facebook,Synthetic Product Video 26-1,https://example.com/videos/v000126,2025-05-06,99,745563,83857,32845,25623,39124,comparison,question,False,True,False,durability,Quick demo and real example with a current price reminder.,This comparison explains the alternative and when it is worth it.,#demo #review #affiliate,Creator 1,en
V000127,P0026,TikTok,Synthetic Product Video 26-2,https://example.com/videos/v000127,2025-05-07,74,806369,,,,473383,demo,surprising_fact,False,True,True,portability,Quick demo and real example with a current price reminder.,I got better results after using the template and export options.,#demo #review #affiliate,Creator 1,en
V000128,P0026,TikTok,Synthetic Product Video 26-3,https://example.com/videos/v000128,2025-05-08,156,80483,51962,2165,5611,,testimonial,problem_solution,,,,price,Quick demo and real example with a current price reminder.,This comparison explains the alternative and when it is worth it.,"tutorial, setup, tips",Creator 1,unknown
V000129,P0026,TikTok,Synthetic Product Video 26-4,https://example.com/videos/v000129,2025-05-09,202,331892,158736,16313,29605,178835,tutorial,surprising_fact,True,True,True,portability,Step by step tutorial showing the setup and main benefits.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#demo #review #affiliate,Creator 1,en
V000130,P0026,TikTok,Synthetic Product Video 26-5,https://example.com/videos/v000130,2025-05-10,38,592137,521566,20756,45430,217451,tutorial,question,,,False,automation,Top 5 tips and best tools for this category.,I got better results after using the template and export options.,#career #automation #template,Creator 1,en
V000131,P0027,Other,Synthetic Product Video 27-1,https://example.com/videos/v000131,2025-05-11,54,126270,20730,2632,7253,104386,tutorial,discount_offer,False,False,,speed,Top 5 tips and best tools for this category.,I got better results after using the template and export options.,#career #automation #template,Creator 2,unknown
V000132,P0027,Instagram,Synthetic Product Video 27-2,https://example.com/videos/v000132,2025-05-12,208,764992,,,,143560,comparison,result_first,False,False,,customer support,Honest review with pros and cons plus a link in bio.,Today I'm showing how it works. Use code TEST for a small discount.,#career #automation #template,Creator 2,en
V000133,P0027,YouTube,Synthetic Product Video 27-3,https://example.com/videos/v000133,2025-05-13,176,669811,380947,16433,66269,,listicle,general_introduction,False,,,durability,Top 5 tips and best tools for this category.,This comparison explains the alternative and when it is worth it.,"tutorial, setup, tips",Creator 2,unknown
